5.331,493.654
5.332,465.454
6.462,596.559
3.635,176.120
9.475,2475.815
10.321,532.484
3.546,13.491
9.623,3183.963
5.531,897.868
4.206,229.332
2.459,11.075
5.822,327.156
7.482,1855.934
3.478,93.696
6.502,515.340
0.276,0.130
5.735,1149.183
3.220,28.107
7.484,632.254
2.497,62.755
6.457,698.017
0.931,1.357
6.525,743.217
0.126,0.013
8.023,935.647
2.460,69.251
4.283,160.794
5.614,533.552
4.534,396.262
4.799,477.214
4.618,358.789
5.861,992.218
3.298,96.946
5.329,723.712
3.706,144.136
5.524,298.008
6.565,1261.296
0.834,2.332
7.581,1397.934
3.899,351.660
3.438,167.702
5.236,748.418
8.078,1579.972
3.644,163.055
5.801,685.517
7.853,374.537
7.893,1605.558
9.038,3333.014
0.589,0.925
3.387,103.167
1.589,9.635
3.409,139.035
1.640,11.048
7.679,1215.681
4.383,119.335
3.850,61.617
6.174,916.402
4.276,290.320
4.495,-35.621
2.663,42.189
9.542,2723.067
6.532,600.529
3.680,177.382
6.332,1146.524
2.536,31.197
5.112,181.735
6.542,412.485
5.254,-36.130
5.922,604.088
4.840,409.226
4.203,234.807
1.892,10.252
9.740,3835.655
5.021,95.142
7.371,310.021
2.124,45.288
0.748,1.223
4.920,194.309
4.608,144.088
4.563,268.859
6.270,625.737
6.619,829.051
4.373,364.850
7.896,2326.889
9.426,1695.051
6.071,746.693
6.243,277.334
5.732,76.133
2.221,46.240
6.709,307.237
7.613,1334.935
7.125,1105.538
3.586,195.572
8.298,2109.032
4.213,309.743
4.225,211.420
3.443,170.342
0.901,3.597
10.931,2607.384
7.672,2072.683
5.544,523.997
3.898,135.202
4.007,268.600
5.566,184.717
3.129,23.529
5.896,384.700
8.725,3845.641
7.116,1960.378
4.019,117.522
1.353,6.206
4.120,97.854
5.090,367.426
2.776,64.832
6.302,201.089
6.424,1182.944
5.120,672.728
6.406,935.925
5.744,716.306
0.691,1.203
4.985,403.881
5.303,300.266
4.141,244.335
3.883,136.765
1.587,19.613
2.115,19.704
2.749,117.202
7.423,131.142
7.937,2238.818
3.328,98.896
3.917,116.628
3.921,75.506
5.613,266.255
6.456,449.118
3.157,86.642
5.461,369.451
8.539,2630.593
2.957,89.061
4.917,597.397
2.376,9.034
8.107,474.502
8.018,2805.119
6.002,1025.839
5.357,643.092
6.587,-108.147
2.832,110.784
3.141,125.317
4.036,228.734
5.301,592.177
3.537,75.628
6.023,575.773
6.652,1408.389
8.008,1954.612
4.405,302.628
10.924,918.177
4.098,92.892
2.240,41.007
4.534,274.998
5.409,779.798
1.633,11.216
6.140,891.547
1.295,6.280
2.082,42.351
5.791,189.238
2.658,75.465
4.471,389.637
2.295,18.819
6.036,619.031
8.856,2129.707
7.095,2120.012
5.604,51.559
8.343,2971.650
5.496,585.025
5.200,381.143
4.456,269.988
6.722,1705.870
2.670,48.507
1.349,8.326
7.376,1094.660
6.792,173.672
3.280,205.287
1.628,4.657
3.089,1.682
6.614,1498.184
4.704,103.814
2.588,84.113
5.770,537.363
5.875,690.945
6.285,731.867
2.041,19.898
3.479,227.847
3.299,28.063
6.147,998.437
5.227,416.908
4.451,48.622
2.008,8.480
6.827,862.021
7.067,1011.848
3.555,139.062
6.649,113.099
5.404,242.427
2.763,47.206
2.874,43.588
5.505,580.267
3.074,108.913
4.943,546.387
0.984,4.670
5.858,238.420
2.451,0.269
3.903,259.262
6.310,457.333
4.068,260.041
3.456,46.623
8.543,2950.801
3.333,66.332
4.502,-97.176
2.025,31.921
3.454,122.237
2.508,-9.857
2.869,100.460
2.796,36.843
7.877,1006.996
0.364,0.249
5.369,617.784
11.426,4627.850
5.481,597.299
5.672,950.690
4.766,186.699
4.885,198.530
7.607,1064.242
6.124,590.886
5.026,464.504
8.785,626.039
7.249,1211.483
4.889,131.748
1.891,26.610
7.640,1552.329
6.920,1658.013
1.338,6.231
3.702,6.548
9.811,2928.075
6.085,733.590
6.114,825.596
3.492,109.440
3.490,192.742
4.532,70.366
2.630,71.152
8.862,2561.534
2.693,112.334
1.208,8.558
10.203,99.497
5.579,775.279
1.769,12.911
1.510,17.906
1.908,13.844
12.353,3976.336
8.805,1416.185
4.982,461.987
4.458,432.404
8.062,2373.423
2.823,88.550
9.327,3137.890
9.635,6103.386
2.052,7.956
4.597,385.355
4.438,23.705
3.291,79.189
4.999,420.754
3.122,-33.924
4.272,39.037
6.452,974.104
4.710,120.087
4.440,88.063
3.417,254.343
5.959,539.310
0.719,1.737
2.877,65.717
3.711,279.498
3.535,137.971
3.854,338.896
4.816,533.603
2.377,54.212
6.764,191.195
3.811,74.963
9.707,5207.472
1.914,25.357
2.227,69.089
7.495,1241.599
6.575,935.252
6.125,729.675
4.480,346.845
4.897,168.251
3.509,189.835
4.890,131.109
4.847,572.843
7.392,1239.015
7.001,1185.214
6.128,694.486
4.104,107.321
6.687,1094.899
5.512,564.888
3.302,104.508
4.987,517.866
5.452,636.967
6.524,700.244
9.185,3724.357
7.653,2327.889
1.162,5.066
8.502,2451.184
4.139,230.167
1.884,18.984
4.799,269.898
5.088,307.583
3.309,80.857
8.096,1175.076
6.569,656.025
5.386,89.766
3.356,94.392
8.190,3336.959
5.700,812.105
3.614,48.551
3.795,129.878
4.727,467.901
8.250,530.466
5.331,798.194
7.135,570.084
5.301,390.536
7.534,1145.405
7.427,1187.542
1.381,5.150
10.569,3521.878
5.628,509.721
7.254,132.712
3.931,245.983
2.532,27.373
9.096,3197.922
5.290,153.020
2.939,95.781
6.625,1425.344
8.006,3365.733
4.142,29.555
3.027,38.170
7.755,1007.444
6.590,1175.348
4.935,339.709
5.277,314.350
1.181,6.846
10.814,7360.322
4.564,286.674
2.870,98.717
8.351,2251.912
4.138,206.307
3.322,152.032
5.171,430.848
4.821,259.484
8.490,3070.477
0.850,3.055
4.958,188.177
3.431,135.171
4.494,161.967
3.563,77.665
4.381,166.374
3.995,121.070
5.894,901.045
6.078,792.189
5.699,1017.905
3.674,47.907
0.896,2.059
2.513,47.200
7.675,838.865
2.101,35.294
4.008,137.526
4.203,274.049
2.756,61.919
2.664,85.492
5.659,42.207
9.356,3475.403
2.876,90.177
5.334,182.888
4.658,235.537
2.943,160.577
4.903,458.189
9.598,3308.583
7.568,1316.529
6.546,1146.883
3.083,124.466
6.597,677.910
3.941,245.615
0.800,0.981
8.460,2280.181
7.818,-192.536
2.810,25.907
3.636,266.101
3.831,150.500
4.285,135.049
7.150,2020.308
0.175,0.025
3.472,113.928
3.375,179.110
5.819,1104.881
6.518,926.822
4.443,459.107
1.997,9.956
3.857,212.836
4.846,469.890
4.525,53.247
6.335,234.272
5.000,507.338
6.018,884.698
2.700,48.563
10.424,3691.260
9.158,3045.884
4.820,343.187
0.561,0.461
3.963,105.585
5.201,152.666
1.430,8.717
4.285,271.357
2.449,29.756
3.536,85.763
3.087,2.765
3.866,159.970
2.060,15.817
2.026,28.154
4.550,394.569
5.101,304.780
6.208,670.335
8.345,1376.569
7.656,619.166
2.036,42.733
9.970,5622.574
7.513,2128.749
7.037,811.271
3.218,66.184
6.958,2061.176
2.778,35.862
6.100,837.457
7.966,1820.017
4.571,326.492
9.678,2838.684
2.615,41.490
3.828,424.671
6.895,-157.261
4.906,-36.668
6.162,670.043
3.861,219.115
6.345,933.549
3.944,215.775
7.015,1562.158
2.982,88.162
4.073,95.626
8.668,3314.835
3.931,399.024
9.346,3152.285
0.175,0.037
3.849,164.208
7.580,1887.372
2.715,29.201
5.246,523.287
2.676,89.462
4.689,213.891
5.824,241.654
5.962,593.447
4.538,540.112
9.967,3146.488
0.217,0.074
4.502,254.634
3.445,61.510
4.813,514.550
6.207,1008.898
1.379,7.352
2.801,65.517
7.215,582.784
4.566,366.126
4.778,556.970
6.400,315.505
5.065,191.405
2.103,47.872
4.319,112.998
1.093,3.556
1.132,5.448
7.111,840.204
3.735,114.902
1.946,30.927
4.246,221.416
6.477,1416.011
6.708,1274.554
6.115,856.208
8.901,1993.177
2.896,110.141
2.032,39.034
3.637,192.109
1.070,0.447
3.500,200.645
4.010,218.629
3.289,94.817
7.302,1878.239
5.219,347.445
5.850,350.862
2.164,49.530
3.603,174.399
